Time,Amplitude
0.0415,9.311862834175306
0.04175,9.357848916684818
0.042,9.395954239830656
0.04225,9.420281791044319
0.0425,9.431534661011817
0.04275,9.434016043133385
0.043,9.430829232969405
0.04325,9.424417627672616
0.0435,9.416584725406674
0.04375,9.408524124751223
0.044,9.400769524093498
0.04425,9.393194721006621
0.0445,9.385673611614656
0.04475,9.378510189944524
0.045,9.371808547264918
0.04525,9.365572871412258
0.0455,9.359807446103867
0.04575,9.354116650238431
0.046,9.349604957183875
0.04625,9.345276934052741
0.0465,9.341137240965232
0.04675,9.336190630299981
0.047,9.332441945932718
0.04725,9.327896122462914
0.0475,9.322558184428543
0.04775,9.317433245509088
0.048,9.31052650771691
0.04825,9.3018432605771
0.0485,9.291388880295964
0.04875,9.279168828918248
0.049,9.264188653473258
0.04925,9.247453985109978
0.0495,9.22697053822136
0.04975,9.20374410955789
0.05,9.177780577330577
0.05025,9.147085900303516
0.0505,9.113666116876168
0.05075,9.075527344155459
0.051,9.033675777017901
0.05125,8.988117687161841
0.0515,8.939859422149993
0.05175,8.88790740444242
0.052,8.83226813042007
0.05225,8.774948169399078
0.0525,8.714954162635934
0.05275,8.652292822323702
0.053,8.587970930579418
0.05325,8.521995338422863
0.0535,8.454372964746813
0.05375,8.385110795278989
0.054,8.315215881535782
0.05425,8.244695339768025
0.0545,8.17355634989886
0.05475,8.103806154453945
0.055,8.032452057484102
0.05525,7.963501423480649
0.0555,7.893961676283477
0.05575,7.825840297982158
0.056,7.758344827810131
0.05625,7.69158286103223
0.0565,7.625662047825685
0.05675,7.5603900921547496
0.057,7.495974750639152
0.05725,7.432123831416537
0.0575,7.36904519299907
0.05775,7.306446743124365
0.058,7.24442643760092
0.05825,7.182852279148243
0.0585,7.121624316231835
0.05875,7.060654641893196
0.059,6.999837392575036
0.05925,6.939058746941905
0.0595,6.8782769246963555
0.05975,6.817410185390851
0.06,6.756596827235617
0.06025,6.695545185902579
0.0605,6.6342636333255705
0.06075,6.572860576497038
0.061,6.511144456261342
0.06125,6.449123746104916
0.0615,6.387006950943417
0.06175,6.3246026059060565
0.062,6.262119275117309
0.06225,6.199465550476159
0.0625,6.136850050433099
0.06275,6.074281418765014
0.063,6.011948323348188
0.06325,5.949879454929579
0.0635,5.888143525896553
0.06375,5.827059269045285
0.064,5.7669954363479565
0.06425,5.708240797718996
0.0645,5.651044139780497
0.06475,5.595464264627015
0.065,5.541709988589946
0.06525,5.489790141001613
0.0655,5.439713562959322
0.06575,5.390889106089488
0.066,5.343925631312096
0.06625,5.298732007605589
0.0665,5.254317110772463
0.06675,5.209689822205657
0.067,5.164859027655996
0.06725,5.1178336160008175
0.0675,5.067622478013991
0.06775,5.015234505137493
0.068,4.958678588254735
0.06825,4.897963616465803
0.0685,4.832098475864812
0.06875,4.762092048319544
0.069,4.686953210253524
0.06925,4.607690831430759
0.0695,4.52331377374329
0.06975,4.43583089000171
0.07,4.34525102272889
0.07025,4.252583002957013
0.0705,4.159835649028155
0.07075,4.067017765398527
0.071,3.97413814144662
0.07125,3.8822055502853616
0.0715,3.7922287475784895
0.07175,3.703716470361316
0.072,3.6170774358660283
0.07225,3.5324203403517256
0.0725,3.4498538579393445
0.07275,3.3683866394516278
0.073,3.2858273112583327
0.07325,3.200184474126829
0.0735,3.1098867020782426
0.07375,3.0136825412493256
0.074,2.9106405087602107
0.07425,2.801049091588199
0.0745,2.694216745447765
0.07475,2.6034518936769118
0.075,2.5417629261300707
0.07525,2.5191581980776507
0.0755,2.5463060291124533
0.07575,2.63123470206306
0.076,2.778932461914371
0.07625,2.9607475147354485
0.0765,3.136688026614794
0.07675,3.269762122603236
0.077,3.319977885664568
0.07725,3.25034335563407
0.0775,3.0508665281850855
0.07775,2.7545553538037693
0.078,2.4194177367721803
0.07825,2.0844615341598374
0.0785,1.7822945548238862
0.07875,1.536124558418024
0.079,1.3567592544103033
0.07925,1.2386063011099724
0.0795,1.1696733047034609
0.07975,1.1359678182996737
0.08,1.1244973409846957
0.08025,1.1172693168860537
0.0805,1.1009911342466676
0.08075,1.073070124508601
0.081,1.0343835614067483
0.08125,0.9866286600725882
0.0815,0.9324225761480993
0.08175,0.8754024049099924
0.082,0.81807518040435
0.08225,0.7609478745918004
0.0825,0.7047273965033529
0.08275,0.6496205914069775
0.083,0.5960342399850767
0.08325,0.5439750575229303
0.0835,0.4936496931082296
0.08375,0.4445647288418227
0.084,0.39682667905975055
0.08425,0.3514419895666895
0.0845,0.3074170368809038
0.08475,0.26475812749079336
0.085,0.22347149712315642
0.08525,0.1835633100232276
0.0855,0.1450396582466229
0.08575,0.10690656096325712
0.086,0.07016996377332324
0.08625,0.03383573803543766
0.0865,-0.002090319792971307
0.08675,-0.038602488802964796
0.087,-0.07469512426897362
0.08725,-0.11236265827120817
0.0875,-0.1505996003054873
0.08775,-0.1894005378804557
0.088,-0.23076013710206128
0.08825,-0.2746731432452724
0.0885,-0.3201343813129406
0.08875,-0.36713875658173223
0.089,-0.4176812551350966
0.08925,-0.46975694438316873
0.0895,-0.5243609735695841
0.08975,-0.5814885742651109
0.09,-0.6411350608480682
0.09025,-0.7032958309714741
0.0905,-0.7679663660168456
0.09075,-0.835142231534636
0.091,-0.9028190776712437
0.09125,-0.97199263958253
0.0915,-1.0426587378338397
0.09175,-1.1128132787864522
0.092,-1.1844522549704262
0.09225,-1.2555717454438313
0.0925,-1.3261679161382722
0.09275,-1.3962370201907426
0.093,-1.4657753982617157
0.09325,-1.534779478839483
0.0935,-1.6012457785307064
0.09375,-1.6671709023371302
0.094,-1.731551543918478
0.09425,-1.794384485841485
0.0945,-1.854666599815036
0.09475,-1.9133948469114401
0.095,-1.9693662777737697
0.09525,-2.0237780328092962
0.0955,-2.0764273423690005
0.09575,-2.1272115269131358
0.096,-2.176227997162866
0.09625,-2.223474254237949
0.0965,-2.2691478897804793
0.09675,-2.3132465860647025
0.097,-2.355768116092865
0.09725,-2.3968103436771635
0.0975,-2.436571223507739
0.09775,-2.475048801206785
0.098,-2.5123412133687384
0.09825,-2.5485466875865774
0.0985,-2.583663542464279
0.09875,-2.617890187615382
0.099,-2.6513251236477564
0.09925,-2.683766942134553
0.0995,-2.715414325571356
0.09975,-2.746266047319615
0.1,-2.776320971536308
0.10025,-2.805778053089953
0.1005,-2.8343363374629313
0.10075,-2.862194960640195
0.101,-2.8891531489843985
0.10125,-2.9152102190974603
0.1015,-2.940265577668645
0.10175,-2.964118721309176
0.102,-2.9867692363734246
0.10225,-3.007916798766751
0.1025,-3.027461173740007
0.10275,-3.0452022156708076
0.103,-3.060939867831561
0.10325,-3.074474162144363
0.1035,-3.0856052189228027
0.10375,-3.0940332466007137
0.104,-3.0996585414479734
0.10425,-3.1027814872733863
0.1045,-3.103502555114726
0.10475,-3.1006223029160083
0.105,-3.0971413751920527
0.10525,-3.092060502680426
0.1055,-3.0863805019808175
0.10575,-3.0801022751819316
0.106,-3.0742268094759986
0.10625,-3.0707551767609242
0.1065,-3.0686885332302354
0.10675,-3.071028118950833
0.107,-3.0767752574286984
0.10725,-3.0859313551625953
0.1075,-3.0994979011858734
0.10775,-3.11747646659647
0.108,-3.1398687040751945
0.10825,-3.1646763473923807
0.1085,-3.1929012109030284
0.10875,-3.223545189030507
0.109,-3.2546102557389136
0.10925,-3.2870984639942384
0.1095,-3.31801194521436
0.10975,-3.348352908708054
0.11,-3.376123641103054
0.11025,-3.4023265057633227
0.1105,-3.4269639421956124
0.11075,-3.447938465445439
0.111,-3.4668526654825627
0.11125,-3.483609206576126
0.1115,-3.4981108266595164
0.11175,-3.512260336685115
0.112,-3.529160619969012
0.11225,-3.5511646315258365
0.1125,-3.579125397393805
0.11275,-3.6125960139501085
0.113,-3.6499296472167884
0.11325,-3.687429532157184
0.1135,-3.7104989719631147
0.11375,-3.704041337332908
0.114,-3.6580600657403988
0.11425,-3.5616586606950444
0.1145,-3.4105406909932765
0.11475,-3.2000097899612094
0.115,-2.9379696546888803
0.11525,-2.677424045256111
0.1155,-2.470376783950153
0.11575,-2.3348317544752404
0.116,-2.318792901154209
0.11625,-2.4222642281222946
0.1165,-2.6282497985132656
0.11675,-2.8897537336380466
0.117,-3.1537802121559366
0.11725,-3.3845334692386
0.1175,-3.5586177957269767
0.11775,-3.6670375372812165
0.118,-3.7101970935238344
0.11825,-3.697900917176213
0.1185,-3.6511535131885773
0.11875,-3.586959437863644
0.119,-3.5193232979740405
0.11925,-3.4569497498736923
0.1195,-3.405743498603282
0.11975,-3.3666592969899813
0.12,-3.3368519447415745
0.12025,-3.3112762875351427
0.1205,-3.2880872161004557
0.12075,-3.2659896652982447
0.121,-3.2437886131934803
0.12125,-3.22058908012384
0.1215,-3.1959961277635176
0.12175,-3.169614858182516
0.122,-3.141450412901604
0.12225,-3.1120079719430795
0.1225,-3.0806927528775057
0.12275,-3.048010009866577
0.123,-3.0139650327022838
0.12325,-2.9775631458425096
0.1235,-2.939809707443268
0.12375,-2.90171010838769
0.124,-2.8612697713119664
0.12425,-2.820494149628367
0.1245,-2.7783887265455447
0.12475,-2.7349590140862348
0.125,-2.6922105521025608
0.12525,-2.6481489072890785
0.1255,-2.605779672193732
0.12575,-2.5631084642268815
0.126,-2.5211409246685736
0.12625,-2.4808827176742123
0.1265,-2.442339529278779
0.12675,-2.4055170663998076
0.127,-2.3714210558392215
0.12725,-2.3390572432842474
0.1275,-2.30843139230753
0.12775,-2.281549283366642
0.128,-2.25641671280313
0.12825,-2.2350394918412633
0.1285,-2.2154234455866657
0.12875,-2.1995744120249743
0.129,-2.1864982410206855
0.12925,-2.175200793316378
0.1295,-2.165687939532436
0.12975,-2.15896555916747
0.13,-2.152039539599566
0.13025,-2.147915775088556
0.1305,-2.1436001657794383
0.13075,-2.140098616707137
0.131,-2.136417036802736
0.13125,-2.133561337901366
0.1315,-2.1295374337518966
0.13175,-2.1253512390285794
0.132,-2.1210086683448326
0.13225,-2.1155156352692885
0.1325,-2.1088780513442806
0.13275,-2.100101825106929
0.133,-2.0911928611129698
0.13325,-2.0801570589634775
0.1335,-2.067200312334676
0.13375,-2.0528285080109256
0.134,-2.0371475249210955
0.13425,-2.01996323317845
0.1345,-2.0013814931242053
0.13475,-1.9816081543749018
0.135,-1.9606490548737467
0.13525,-1.9385100199460874
0.1355,-1.9153968613591335
0.13575,-1.8912853763861068
0.136,-1.866321346874957
0.13625,-1.8405675383217721
0.1365,-1.8141086989490496
0.13675,-1.7870315587889616
0.137,-1.7594248287717642
0.13725,-1.7313841998194794
0.1375,-1.7030053419449962
0.13775,-1.6743639033567514
0.138,-1.6454555095690886
0.13825,-1.6164057625184658
0.1385,-1.5870502396856379
0.13875,-1.5575944932239447
0.139,-1.5279440490938387
0.13925,-1.4981644062037944
0.1395,-1.4681410355577307
0.13975,-1.4378393794090543
0.14,-1.4071848504214894
0.14025,-1.376072830836792
0.1405,-1.3443786716494897
0.14075,-1.3119516917887717
0.141,-1.2786351773076348
0.14125,-1.2442263805794576
0.1415,-1.208526519502054
0.14175,-1.1713907767093807
0.142,-1.1324242987909996
0.14225,-1.0909321955194087
0.1425,-1.0467195390853539
0.14275,-1.0002913633412553
0.143,-0.9522526630528376
0.14325,-0.902808393159091
0.1435,-0.8534634680406642
0.14375,-0.8032227607968067
0.144,-0.7540911025309494
0.14425,-0.7050732816450619
0.1445,-0.6581740431428496
0.14475,-0.612398087941922
0.145,-0.5697500721950158
0.14525,-0.5302346066203919
0.1455,-0.49385625584147497
0.14575,-0.461619537735856
0.146,-0.4345289227937434
0.14625,-0.41258883348594055
0.1465,-0.39580364364147747
0.14675,-0.38317767783493595
0.147,-0.37471521078359904
0.14725,-0.3684204667544828
0.1475,-0.36429761898134655
0.14775,-0.3613507890917636
0.148,-0.3595840465443223
0.14825,-0.3570014080760483
0.1485,-0.35360683716011954
0.14875,-0.3491042434739446
0.149,-0.3425974823776794
0.14925,-0.33299035440327285
0.1495,-0.3215866047540671
0.14975,-0.3095899228150657
0.15,-0.2985039416739068
0.15025,-0.2894422376526173
0.1505,-0.28337832985020867
0.15075,-0.28104567969616917
0.151,-0.2833376905149104
0.15125,-0.2907577071012457
0.1515,-0.3039090153069113
0.15175,-0.31929484163823546
0.152,-0.3219183528649557
0.15225,-0.2947826556402799
0.1525,-0.22389079613218996
0.15275,-0.10334575966608281
0.153,0.07114952962124889
0.15325,0.29829220911624604
0.1535,0.571179478051748
0.15375,0.8508085978187221
0.154,1.0761768922664574
0.15425,1.2162817479912391
0.1545,1.2361206146134291
0.15475,1.1256910050429645
0.155,0.9219904957332251
0.15525,0.6690167269232309
0.1555,0.41776740286819225
0.15575,0.20464029205833292
0.156,0.049433227426012666
0.15625,-0.03965589345888898
0.1565,-0.06302910820534374
0.15675,-0.03868838942928782
0.157,0.014364355406450868
0.15725,0.08312728414047782
0.1575,0.15259862004935068
0.15775,0.21777665197229987
0.158,0.2704597344241491
0.15825,0.3105462876964416
0.1585,0.3414347979467487
0.15875,0.3667238172762029
0.159,0.38883196379520807
0.15925,0.4097769216773944
0.1595,0.430850441201757
0.15975,0.4527583387830555
0.16,0.4756304969904442
0.16025,0.4991958645543594
0.1605,0.5234534563616737
0.16075,0.5488023534391658
0.161,0.5751417029252713
0.16125,0.602470718030192
0.1615,0.6312886779843464
0.16175,0.6595949279752196
0.162,0.6905888790726147
0.16225,0.7212700081423409
0.1625,0.752637857748399
0.16275,0.7846920360436407
0.163,0.8164322166490028
0.16325,0.8488581385212962
0.1635,0.8809696058096368
0.16375,0.9117664877005103
0.164,0.941248718251571
0.16425,0.9704162962141696
0.1645,0.9972692848446825
0.16475,1.0218078117046767
0.165,1.0450320684499959
0.16525,1.064942310608752
0.1655,1.0825388573483612
0.16575,1.097822091231608
0.166,1.1087924579618316
0.16625,1.1164504661172918
0.1665,1.1207966868747594
0.16675,1.1218317537224305
0.167,1.118556362162159
0.16725,1.112971269401168
0.1675,1.105077294033226
0.16775,1.0938753157094059
0.168,1.0803662747984721
0.16825,1.064551172037005
0.1685,1.0474310681692716
0.16875,1.0290070835770075
0.169,1.0082803978991024
0.16925,0.9872522496413442
0.1695,0.9649239357762226
0.16975,0.9422968113329645
0.17,0.9193722889778131
0.17025,0.8971518385846818
0.1705,0.8746369867962311
0.17075,0.8538293165755152
0.171,0.8328304667482254
0.17125,0.8134421315356504
0.1715,0.7951660600784862
0.17175,0.7780040559515076
0.172,0.7619579766692745
0.17225,0.7469297331829181
0.1725,0.7329712893681662
0.17275,0.7199846615046184
0.173,0.7079719177464808
0.17325,0.6968351775847704
0.1735,0.6864266113011573
0.17375,0.6768484394135175
0.174,0.6680029321133143
0.17425,0.65969240869493
0.1745,0.6520192369770214
0.17475,0.6446858327160638
0.175,0.6376946590121406
0.17525,0.6309482257071498
0.1755,0.6243490887754723
0.17575,0.6176998497073056
0.176,0.6112031548846841
0.17625,0.6047616949503937
0.1765,0.5982782041698428
0.17675,0.5917554597860291
0.177,0.5850962813677127
0.17725,0.5783035301509627
0.1775,0.5715801083741292
0.17775,0.5648289586064259
0.178,0.5580530630702158
0.17825,0.551555442957158
0.1785,0.5452391577383019
0.17875,0.5393073044682766
0.179,0.5339630170837579
0.17925,0.5294094656962106
0.1795,0.5257498558792011
0.17975,0.5232874279502727
0.18,0.5222254562476318
0.18025,0.5233672484016598
0.1805,0.5269161446015033
0.18075,0.5325455168567957
0.181,0.539948768254683
0.18125,0.5486393322122619
0.1815,0.5584506717246356
0.18175,0.5687862786086118
0.182,0.5790496727422986
0.18225,0.5893444013006492
0.1825,0.5984740379871814
0.18275,0.606442182261883
0.183,0.6132524585656018
0.18325,0.6169085155409479
0.1835,0.6174140252498632
0.18375,0.6147726823880774
0.184,0.6069882034964844
0.18425,0.5950643261696774
0.1845,0.5780048082617033
0.18475,0.5548134270892673
0.185,0.5274939786324482
0.18525,0.4960502767331316
0.1855,0.4634861522912561
0.18575,0.4278054524590823
0.186,0.39201203983354516
0.18625,0.3557097916469032
0.1865,0.31980259895581065
0.18675,0.28479436582894807
0.187,0.2511890085333454
0.18725,0.2192904547196077
0.1875,0.1896026426060937
0.18775,0.16262952016227675
0.188,0.13707504429138634
0.18825,0.11124318001249148
0.1885,0.08373789964218155
0.18875,0.05306318197596313
0.189,0.018123011469562064
0.18925,-0.022778622579779362
0.1895,-0.06973772685180687
0.18975,-0.12675030482146102
0.19,-0.17981235757659964
0.19025,-0.21191988463514944
0.1905,-0.20606888476145657
0.19075,-0.15425535678177676
0.191,-0.05047530039870157
0.19125,0.10527528299558032
0.1915,0.30900038950738956
0.19175,0.5507040119310954
0.192,0.7853901389403031
0.19225,0.9530627542807809
0.1925,1.0187258359653215
0.19275,0.9543833554706069
0.193,0.7760392769362885
0.19325,0.5136975563664121
0.1935,0.2243621408332493
0.19375,-0.04816303231618824
0.194,-0.27427403625093455
0.19425,-0.4375669554439413
0.1945,-0.5338378864569486
0.19475,-0.5740829387221628
0.195,-0.5712982353206547
0.19525,-0.5384799137573069
0.1955,-0.4936241267322061
0.19575,-0.45172704290829274
0.196,-0.4227848476752085
0.19625,-0.40479374390913914
0.1965,-0.3975499527285624
0.19675,-0.3976497142457255
0.197,-0.40258928831381524
0.19725,-0.40886495526954414
0.1975,-0.4149730166711593
0.19775,-0.42070979603168096
0.198,-0.4255716395472285
0.19825,-0.4293549168203602
0.1985,-0.4317560215782518
0.19875,-0.4327713723856274
0.199,-0.432387413352271
0.19925,-0.43063061483506404
0.1995,-0.4274674741343517
0.19975,-0.4229045161845781
0.2,-0.4171382942390354
0.20025,-0.41006539054862046
0.2005,-0.4018824170344857
0.20075,-0.392386015954458
0.201,-0.3827728605631092
0.20125,-0.3730396557653895
0.2015,-0.36218313876366076
0.20175,-0.35120007969807887
0.202,-0.3410872822801694
0.20225,-0.33184158441950007
0.2025,-0.3224598588433539
0.20275,-0.3159390137092826
0.203,-0.30927599321043725
0.20325,-0.30546777817357323
0.2035,-0.3045113866496464
0.20375,-0.3054038744968457
0.204,-0.3081423359560287
0.20425,-0.31472390421841934
0.2045,-0.32414575198547946
0.20475,-0.33640509202085955
0.205,-0.3514991776943359
0.20525,-0.36942530351765024
0.2055,-0.3891808056721384
0.20575,-0.4127630625280691
0.206,-0.43716949515561637
0.20625,-0.46439756782736824
0.2065,-0.4934447885122675
0.20675,-0.5233087093609385
0.207,-0.5539869271822996
0.20725,-0.5864770839113574
0.2075,-0.6177768670681452
0.20775,-0.6498840102077073
0.208,-0.6817962933610353
0.20825,-0.7125115434669224
0.2085,-0.7423276347946328
0.20875,-0.7713424893573154
0.209,-0.7990540773161074
0.20925,-0.8254604173748572
0.2095,-0.8503595771653863
0.20975,-0.8735639736232326
0.21,-0.8950288733538361
0.21025,-0.9147953929890472
0.2105,-0.9330474995339749
0.21075,-0.9496835107040452
0.211,-0.9649017952522718
0.21125,-0.9787007732866387
0.2115,-0.9911789165775717
0.21175,-1.002434748855436
0.212,-1.012466846098025
0.21225,-1.0214738368079561
0.2125,-1.0294544022799776
0.21275,-1.036507276858113
0.213,-1.042131248182595
0.21325,-1.0475251574265725
0.2135,-1.0526878995225448
0.21375,-1.0566184233784592
0.214,-1.0593157320834867
0.21425,-1.0627788831034046
0.2145,-1.0650069884655644
0.21475,-1.0669992149334158
0.215,-1.0687547841705762
0.21525,-1.0692729728943893
0.2155,-1.0705531130189698
0.21575,-1.0705945917877178
0.216,-1.0703968518952556
0.21625,-1.0699593915988037
0.2165,-1.0682817648189407
0.21675,-1.0653635812297757
0.217,-1.0623045063384908
0.21725,-1.0579042615542364
0.2175,-1.0522626242464062
0.21775,-1.0451794277922533
0.218,-1.0364545616138447
0.21825,-1.025887971204375
0.2185,-1.013279658143807
0.21875,-0.9983296801038559
0.219,-0.980738150842325
0.21925,-0.960385240186784
0.2195,-0.9378311740075834
0.21975,-0.9135162341802691
0.22,-0.8881607585373323
0.22025,-0.8622651408093553
0.2205,-0.8366298305555543
0.22075,-0.8118553330837309
0.221,-0.7878422093596458
0.22125,-0.7655910759058547
0.2215,-0.7471026046899876
0.22175,-0.7303775230025418
0.222,-0.7184166133241776
0.22225,-0.7112207131825481
0.2225,-0.7087907149987105
0.22275,-0.7121275659231296
0.223,-0.7192322676613064
0.22325,-0.7301058762890746
0.2235,-0.7427495020575976
0.22375,-0.7581643091880995
0.224,-0.7731515156563593
0.22425,-0.7888123929670328
0.2245,-0.8040482659178306
0.22475,-0.8184605123535846
0.225,-0.8314505629102803
0.22525,-0.8427199007490571
0.2255,-0.8519700612802832
0.22575,-0.8588026318776971
0.226,-0.8633192515827116
0.22625,-0.8660216107989152
0.2265,-0.8686114509768313
0.22675,-0.8727905642889913
0.227,-0.8813607932953891
0.22725,-0.894724030599354
0.2275,-0.9148822184939482
0.22775,-0.9438373485989043
0.228,-0.9695914614882104
0.22825,-0.9841466463083732
0.2285,-0.9755050403874664
0.22875,-0.9316688288350047
0.229,-0.8376402441327202
0.22925,-0.6839215657163544
0.2295,-0.47301511954846237
0.22975,-0.22242327768239573
0.23,0.04035154218252368
0.23025,0.2763068771545252
0.2305,0.43944021961154067
0.23075,0.4617490176718829
0.231,0.3622306756734014
0.23125,0.16988255466097912
0.2315,-0.07629802711766775
0.23175,-0.3373137937080055
0.232,-0.5667675109365962
0.23225,-0.7348619858910044
0.2325,-0.8394000663917702
0.23275,-0.8827846404565971
0.233,-0.8720186357567601
0.23325,-0.8231050190659301
0.2335,-0.7540467957014565
0.23375,-0.6818470089581944
0.234,-0.6175087395350385
0.23425,-0.5630351049541991
0.2345,-0.52042925897338
0.23475,-0.4886943909909156
0.235,-0.46363372544401404
0.23525,-0.44015052120017467
0.2355,-0.41764807094193546
0.23575,-0.39502970054500186
0.236,-0.3717987684499301
0.23625,-0.3473586650274262
0.2365,-0.3216128119373932
0.23675,-0.29446466148185674
0.237,-0.266117695951847
0.23725,-0.23637542696839722
0.2375,-0.2053413948177292
0.23775,-0.17291916778079952
0.238,-0.1391123414572531
0.23825,-0.10412453808398435
0.2385,-0.06795940584835593
0.23875,-0.030820618196263527
0.239,0.007288126864902655
0.23925,0.04576310746820331
0.2395,0.08430057859394666
0.23975,0.12289677278113659
0.24,0.16154790084353635
0.24025,0.20025015259011128
0.2405,0.23799969754983896
0.24075,0.27379268570066384
0.241,0.30862524820251264
0.24125,0.3404934981342547
0.2415,0.3713935312344004
0.24175,0.3993214266455422
0.242,0.4242732476622338
0.24225,0.4472450424823417
0.2425,0.46723284496160167
0.24275,0.48423267537134473
0.243,0.4972405411591994
0.24325,0.5082524377126578
0.2435,0.5162643491253556
0.24375,0.5212722489659698
0.244,0.5232721010495305
0.24425,0.5242598602110842
0.2445,0.5222314730815039
0.24475,0.5191828788653747
0.245,0.5141100101207445
0.24525,0.5090087935406791
0.2455,0.5028751507364122
0.24575,0.4967049990219984
0.246,0.4894942522003213
0.24625,0.48323882135029017
0.2465,0.4776346156151302
0.24675,0.47237754299158785
0.247,0.467963511119937
0.24725,0.46468842807461785
0.2475,0.46267820315542024
0.24775,0.46213874767898405
0.248,0.46285597577060145
0.24825,0.46499580515603556
0.2485,0.46845415795333617
0.24875,0.47312696146444194
0.249,0.4791101489664786
0.24925,0.48619966050252916
0.2495,0.49439144367186405
0.24975,0.5036814544193543
0.25,0.5142656578240444
0.25025,0.5247400288866456
0.2505,0.537100553315899
0.25075,0.5493432283135957
0.251,0.5624640633581675
0.25125,0.5764590809866671
0.2515,0.5903243175750401
0.25175,0.6040558241165164
0.252,0.6186496669979906
0.25225,0.6331019287742783
0.2525,0.6474087089400727
