0.000000,0.000000
0.005001,5.300501
0.010003,0.483287
0.015004,2.423027
0.020005,-1.056754
0.025006,0.951150
0.030008,0.999679
0.035009,0.089485
0.040010,-0.264249
0.045011,1.568652
0.050013,0.587277
0.055014,-0.435266
0.060015,1.310191
0.065016,0.751028
0.070018,-0.365145
0.075019,-0.588514
0.080020,1.134443
0.085021,-2.663743
0.090023,-0.969842
0.095024,-6.088071
0.100025,-0.875252
0.105026,4.169386
0.110028,-0.667708
0.115029,1.237457
0.120030,-2.143809
0.125031,0.001479
0.130033,0.257335
0.135034,-0.425033
0.140035,-0.466196
0.145036,1.639452
0.150038,0.951637
0.155039,0.191255
0.160040,2.184163
0.165041,1.765576
0.170043,0.778365
0.175044,0.586187
0.180045,2.275738
0.185046,-1.655271
0.190048,-0.101301
0.195049,-5.498507
0.200050,-0.438998
0.205051,4.201743
0.210053,-0.875387
0.215054,0.714478
0.220055,-2.889539
0.225056,-0.950475
0.230058,-0.830275
0.235059,-1.606222
0.240060,-1.614206
0.245061,0.543992
0.250063,0.003139
0.255064,-0.559137
0.260065,1.703420
0.265066,1.533081
0.270068,0.860764
0.275069,0.952573
0.280070,2.911819
0.285071,-0.816234
0.290073,0.943076
0.295074,-4.397553
0.300075,0.810933
0.305076,5.298986
0.310078,0.167075
0.315079,1.547061
0.320080,-2.258410
0.325081,-0.591701
0.330083,-0.755209
0.335084,-1.846002
0.340085,-2.101164
0.345086,-0.212597
0.350088,-0.949698
0.355089,-1.656789
0.360090,0.554012
0.365091,0.352872
0.370093,-0.224167
0.375094,0.005561
0.380095,2.170488
0.385096,-1.331111
0.390098,0.740979
0.395099,-4.355910
0.400100,1.254150
0.405101,5.892945
0.410103,1.042276
0.415104,2.557699
0.420105,-1.114022
0.425106,0.582407
0.430108,0.386477
0.435109,-0.835040
0.440110,-1.231806
0.445111,0.407183
0.450113,-0.592373
0.455114,-1.592827
0.460115,0.344324
0.465116,-0.168256
0.470118,-0.972245
0.475119,-0.947829
0.480120,1.079425
0.485121,-2.516149
0.490123,-0.410771
0.495124,-5.482328
0.500125,0.383143
0.505126,5.109289
0.510128,0.563993
0.515129,2.322878
0.520130,-1.027712
0.525131,0.951483
0.530133,1.027245
0.535134,0.010507
0.540135,-0.181894
0.545136,1.541892
0.550138,0.582140
0.555139,-0.460759
0.560140,1.386182
0.565141,0.667266
0.570143,-0.344022
0.575144,-0.591606
0.580145,1.148427
0.585146,-2.762653
0.590148,-0.905720
0.595149,-6.273561
0.600150,-0.496588
0.605151,3.973740
0.610153,-0.586342
0.615154,1.136922
0.620155,-2.110780
0.625156,0.005611
0.630158,0.290610
0.635159,-0.497309
0.640160,-0.376166
0.645161,1.619575
0.650163,0.953486
0.655164,0.172527
0.660165,2.264662
0.665166,1.685434
0.670168,0.801214
0.675169,0.583683
0.680170,2.286522
0.685171,-1.756290
0.690173,-0.044012
0.695174,-5.688200
0.700175,-0.067583
0.705176,3.997029
0.710178,-0.799738
0.715179,0.605962
0.720180,-2.860945
0.725181,-0.951206
0.730183,-0.799688
0.735184,-1.679357
0.740185,-1.522807
0.745186,0.526400
0.750188,0.009329
